databaseID,nameSubjectText,nameSubjectURI
3029826,"California State Prison at San Quentin",
3029906,"Frederick I, King of Bohemia, 1596-1632",
3030066,"Pappenheim, Gottfried Heinrich von, 1594-1632",
3030079,"Tilly, Jean T'Serclaes, domte de, 1559-1632",
3030115,"Piccolomini, Ottavio, 1599-1656",
3030224,"Hancock, John, 1737-1793","http://id.loc.gov/authorities/names/n50017540"
3030230,"Pappenheim, Gottfried Heinrich von, 1594-1632",
3030277,"Pappenheim, Gottfried Heinrich von, 1594-1632",
3030290,"Wallenstein, Albrecht Wenzel Eusebius von, Herzog von Friedland, 1583-1634",
3030319,"Ralston, William Chapman, 1826-1875",
3030370,"Ralston, William Chapman, 1826-1875",
3030384,"Ralston, William Chapman, 1826-1875",
3030387,"Austro-Hungarian Monarchy. Heer",
3030394,"Ralston, William Chapman, 1826-1875",
3030403,"Ralston, William Chapman, 1826-1875",
3030413,"Ralston, William Chapman, 1826-1875",
3030432,"Parrott, John, 1811-1884",
3030467,"Lick Observatory",
3030473,"Lick Observatory",
3030534,"Stanford, Leland, 1824-1893","http://id.loc.gov/authorities/names/n80107311"
3030668,"Piccolomini, Ottavio, 1599-1656",
3031171,"Eugene, of Savoy, Prince of Savoy, 1663-1736",
3031182,"Vatican. Guardia svizzera pontificia",
3031392,"United States. Army. Cavalry, 9th",
3031407,"United States. Army. Cavalry, 9th",
3031415,"United States. Army. Cavalry, 9th",
3033822,"Oglethorpe, James Edward, 1696-1785",
3033822,"Tomo-chi-chi, d. 1739",
3034001,"Laudon, Gideon Ernst, Freiherr von, 1717-1790",
3034347,"Atlantic Telegraph Co.",
3034452,"Clark, Galen, 1814-1910",
3034506,"Washington, George, 1732-1799","http://id.loc.gov/authorities/names/n86140996"
3035254,"George, Saint, d. 303",
3035459,"Albrecht Kasimir, Duke of Saxe-Teschen, 1738-1822",
3035774,"Fifth Avenue Hotel (New York, N.Y.)","http://id.loc.gov/authorities/names/n94122205"
3036269,"Marine Society of the City of New York, in the State of New York",
3036470,"Webster, Daniel, 1782-1852",
3036642,"Union League Club (New York, N.Y.)",
3036666,"Union League Club (New York, N.Y.)",
3036926,"New York Chamber of Commerce",
3037134,"Blaine, James Gillespie, 1830-1893","http://id.loc.gov/authorities/names/n82011612"
3037196,"Pennsylvania Railroad",
3037317,"Marine Society of the City of New York, in the State of New York",
3037373,"Marine Society of the City of New York, in the State of New York",
3037593,"Holladay, Ben, 1819-1887","http://id.loc.gov/authorities/names/n88013765"
3037831,"Marine Society of the City of New York, in the State of New York",
3037856,"Washington, George, 1732-1799",
3037872,"Holladay, Ben, 1819-1887","http://id.loc.gov/authorities/names/n88013765"
3037939,"David, King of Israel",
3038308,"Marine Society of the City of New York, in the State of New York",
3038381,"Lincoln, Abraham, 1809-1865","http://id.loc.gov/authorities/names/n79006779"
3038590,"Victoria, Queen of Great Britain, 1819-1901",
3038625,"Grant, Ulysses S. (Ulysses Simpson), 1822-1885",
3038625,"Washington, George, 1732-1799",
3038625,"Jackson, Andrew, 1767-1845",
3038625,"Cleveland, Grover, 1837-1908",
3038656,"William Eustace Barron",
3038685,"Atherton, Faxon Dean",
3038704,"Latham, Milton S. (Milton Slocumb), 1827-1882",
3038721,"Latham, Milton S. (Milton Slocumb), 1827-1882",
3038772,"Latham, Milton S. (Milton Slocumb), 1827-1882",
3038673,"William Eustace Barron",
3038792,"Latham, Milton S. (Milton Slocumb), 1827-1882",
3038809,"Latham, Milton S. (Milton Slocumb), 1827-1882",
3038829,"Latham, Milton S. (Milton Slocumb), 1827-1882",
3038846,"Latham, Milton S. (Milton Slocumb), 1827-1882",
3038863,"Latham, Milton S. (Milton Slocumb), 1827-1882",
3038882,"Latham, Milton S. (Milton Slocumb), 1827-1882",
3039143,"Southern Pacific Railroad Company",
3039185,"Southern Pacific Railroad Company",
3039296,"Central Pacific Railroad Company",
3039391,"Central Pacific Railroad Company",
3039603,"Horton, Alonzo E., 1813-1909",
3039874,"Hofburg (Vienna, Austria)",
3041226,"Franz Joseph I, Prince of Liechtenstein, 1726-1781",
3042180,"Wells, Fargo & Company",
3042207,"Wells, Fargo & Company",
3042260,"Broderick, David C. (David Colbreth), 1820-1859","http://id.loc.gov/authorities/names/nr90000569"
3042426,"Orphan Asylum Society (San Francisco, Calif.)",
3042491,"Lincoln, Abraham, 1809-1865","http://id.loc.gov/authorities/names/n79006779"
3042537,"United Society of Christian Endeavor",
3042638,"Hopkins, Mark, 1813-1878","http://id.loc.gov/authorities/names/n80107312"
3042648,"Stanford, Leland, 1824-1893","http://id.loc.gov/authorities/names/n80107311"
3042663,"Kip, William Ingraham, 1811-1893","http://id.loc.gov/authorities/names/n85203518"
3042674,"Society of California Pioneers",
3042676,"William I, German Emperor, 1797-1888",
3042687,"Society of California Pioneers",
3042752,"United States. Bureau of the Mint",
3042767,"United States. Bureau of the Mint",
3042776,"Stanford, Leland, 1824-1893","http://id.loc.gov/authorities/names/n80107311"
3042793,"Stanford, Leland, 1824-1893","http://id.loc.gov/authorities/names/n80107311"
3042837,"Franz Joseph I, Emperor of Austria, 1830-1916",
3042837,"Rudolf, Crown Prince of Austria, 1858-1889",
3042853,"Rainer, Archduke of Austria, 1827-1913",
3042853,"Albrecht, Archduke of Austria, 1817-1895",
3042950,"San Francisco de Asís Mission (San Francisco, Calif.)",
3042962,"San Francisco de Asís Mission (San Francisco, Calif.)",
3042978,"San Francisco de Asís Mission (San Francisco, Calif.)",
3042992,"San Francisco de Asís Mission (San Francisco, Calif.)",
3043071,"San Francisco de Asís Mission (San Francisco, Calif.)",
3043087,"San Francisco de Asís Mission (San Francisco, Calif.)",
3043096,"San Francisco de Asís Mission (San Francisco, Calif.)",
3043906,"Ancient Order of United Workmen",
3044213,"Washington, George, 1732-1799",
3044265,"Knights Templar (Masonic order)",
3044265,"McKinley, William, 1843-1901","http://id.loc.gov/authorities/names/n80079701"
3044278,"McKinley, William, 1843-1901","http://id.loc.gov/authorities/names/n80079701"
3044287,"McKinley, William, 1843-1901","http://id.loc.gov/authorities/names/n80079701"
3044299,"McKinley, William, 1843-1901","http://id.loc.gov/authorities/names/n80079701"
3044706,"Austria. Kriegsmarine",
3044977,"Cliff House (San Francisco, Calif.)",
3044990,"Cliff House (San Francisco, Calif.)",
3045003,"Cliff House (San Francisco, Calif.)",
3045014,"Cliff House (San Francisco, Calif.)",
3045028,"Cliff House (San Francisco, Calif.)",
3045044,"Cliff House (San Francisco, Calif.)",
3045058,"Cliff House (San Francisco, Calif.)",
3045073,"Cliff House (San Francisco, Calif.)",
3045087,"Cliff House (San Francisco, Calif.)",
3045104,"Cliff House (San Francisco, Calif.)",
3045121,"Cliff House (San Francisco, Calif.)",
3045132,"Cliff House (San Francisco, Calif.)",
3045146,"Cliff House (San Francisco, Calif.)",
3045161,"Cliff House (San Francisco, Calif.)",
3045175,"Cliff House (San Francisco, Calif.)",
3045190,"Cliff House (San Francisco, Calif.)",
3045202,"Cliff House (San Francisco, Calif.)",
3045218,"Cliff House (San Francisco, Calif.)",
3045235,"Cliff House (San Francisco, Calif.)",
3045244,"Cliff House (San Francisco, Calif.)",
3045352,"Cliff House (San Francisco, Calif.)",
3045369,"Cliff House (San Francisco, Calif.)",
3045379,"Cliff House (San Francisco, Calif.)",
3045394,"Cliff House (San Francisco, Calif.)",
3045437,"Cliff House (San Francisco, Calif.)",
3045409,"Cliff House (San Francisco, Calif.)",
3045423,"Cliff House (San Francisco, Calif.)",
3045451,"Cliff House (San Francisco, Calif.)",
3045461,"Cliff House (San Francisco, Calif.)",
3045476,"Cliff House (San Francisco, Calif.)",
3045488,"Cliff House (San Francisco, Calif.)",
3045504,"Cliff House (San Francisco, Calif.)",
3045520,"Cliff House (San Francisco, Calif.)",
3045531,"Cliff House (San Francisco, Calif.)",
3045546,"Sutro Baths (San Francisco, Calif.)",
3045556,"Sutro Baths (San Francisco, Calif.)",
3045568,"Sutro Baths (San Francisco, Calif.)",
3045582,"Cliff House (San Francisco, Calif.)",
3045594,"Cliff House (San Francisco, Calif.)",
3045609,"Cliff House (San Francisco, Calif.)",
3045624,"Cliff House (San Francisco, Calif.)",
3045636,"Cliff House (San Francisco, Calif.)",
3045651,"Cliff House (San Francisco, Calif.)",
3045667,"Sutro Baths (San Francisco, Calif.)",
3045695,"Cliff House (San Francisco, Calif.)",
3045722,"Cliff House (San Francisco, Calif.)",
3045735,"Cliff House (San Francisco, Calif.)",
3045743,"Cliff House (San Francisco, Calif.)",
3045776,"Cliff House (San Francisco, Calif.)",
3045785,"Cliff House (San Francisco, Calif.)",
3045795,"Cliff House (San Francisco, Calif.)",
3045809,"Cliff House (San Francisco, Calif.)",
3045824,"Cliff House (San Francisco, Calif.)",
3045832,"Cliff House (San Francisco, Calif.)",
3045846,"Cliff House (San Francisco, Calif.)",
3045854,"Cliff House (San Francisco, Calif.)",
3045865,"Cliff House (San Francisco, Calif.)",
3045874,"Cliff House (San Francisco, Calif.)",
3045889,"Cliff House (San Francisco, Calif.)",
3045899,"Cliff House (San Francisco, Calif.)",
3045910,"Cliff House (San Francisco, Calif.)",
3045925,"Cliff House (San Francisco, Calif.)",
3046027,"Cliff House (San Francisco, Calif.)",
3046040,"Cliff House (San Francisco, Calif.)",
3046202,"Key, Francis Scott, 1779-1843","http://id.loc.gov/authorities/names/n50045816"
3046511,"Austria. Landwehr",
3046706,"Woodward's Gardens (San Francisco, Calif.)",
3046723,"Woodward's Gardens (San Francisco, Calif.)",
3046738,"Woodward's Gardens (San Francisco, Calif.)",
3046752,"Woodward's Gardens (San Francisco, Calif.)",
3046766,"Woodward's Gardens (San Francisco, Calif.)",
3046781,"Woodward's Gardens (San Francisco, Calif.)",
3046798,"Woodward's Gardens (San Francisco, Calif.)",
3046810,"Woodward's Gardens (San Francisco, Calif.)",
3046824,"Woodward's Gardens (San Francisco, Calif.)",
3046839,"Woodward's Gardens (San Francisco, Calif.)",
3046853,"Woodward's Gardens (San Francisco, Calif.)",
3046867,"Woodward's Gardens (San Francisco, Calif.)",
3046898,"Woodward's Gardens (San Francisco, Calif.)",
3046912,"Woodward's Gardens (San Francisco, Calif.)",
3046928,"Woodward's Gardens (San Francisco, Calif.)",
3046946,"Woodward's Gardens (San Francisco, Calif.)",
3046957,"Woodward's Gardens (San Francisco, Calif.)",
3046972,"Woodward's Gardens (San Francisco, Calif.)",
3046992,"Woodward's Gardens (San Francisco, Calif.)",
3047033,"Woodward's Gardens (San Francisco, Calif.)",
3047049,"Woodward's Gardens (San Francisco, Calif.)",
3047065,"Woodward's Gardens (San Francisco, Calif.)",
3047080,"Woodward's Gardens (San Francisco, Calif.)",
3047122,"Woodward's Gardens (San Francisco, Calif.)",
3047139,"Woodward's Gardens (San Francisco, Calif.)",
3047155,"Woodward's Gardens (San Francisco, Calif.)",
3047169,"Woodward's Gardens (San Francisco, Calif.)",
3047186,"Woodward's Gardens (San Francisco, Calif.)",
3047196,"Woodward's Gardens (San Francisco, Calif.)",
3047213,"Woodward's Gardens (San Francisco, Calif.)",
3047260,"Carroll, Charles",
3047725,"Baltimore and Ohio Railroad Company",
3048305,"California. National Guard",
3048318,"California. National Guard",
3048336,"California. National Guard",
3049167,"California. National Guard",
3049204,"California. National Guard",
3049225,"California. National Guard",
3049240,"California. National Guard",
3049760,"California. National Guard",
3049920,"Jefferson, Thomas, 1743-1826","http://id.loc.gov/authorities/names/n79089957"
3050176,"Ferry Station Post Office Building (San Francisco, Calif.)",
3050325,"William I, King of the Netherlands, 1772-1843",
3050358,"Wythe, George",
3050554,"Crocker, Charles, 1822-1888","http://id.loc.gov/authorities/names/n80107313"
3050768,"Crocker, Charles, 1822-1888","http://id.loc.gov/authorities/names/n80107313"
3051198,"Ferry Station Post Office Building (San Francisco, Calif.)",
3051473,"Ferry Station Post Office Building (San Francisco, Calif.)",
3051523,"Crocker, Charles, 1822-1888","http://id.loc.gov/authorities/names/n80107313"
3051572,"Léopold I, King of the Belgians, 1790-1865",
3051590,"Léopold I, King of the Belgians, 1790-1865",
3051593,"Phillips, William",
3051632,"Jefferson, Thomas, 1743-1826","http://id.loc.gov/authorities/names/n79089957"
3051695,"Léopold I, King of the Belgians, 1790-1865",
3051718,"Crocker, Charles, 1822-1888","http://id.loc.gov/authorities/names/n80107313"
3052072,"Parkhurst, C. H. (Charles Henry), 1842-1933",
3052297,"Ferry Station Post Office Building (San Francisco, Calif.)",
3052314,"Ferry Station Post Office Building (San Francisco, Calif.)",
3052329,"Cluett, Peabody & Co.",
3052673,"San Luis Rey Mission (Calif.)",
3052683,"San Luis Rey Mission (Calif.)",
3052700,"San Luis Rey Mission (Calif.)",
3052712,"San Luis Rey Mission (Calif.)",
3052724,"San Luis Rey Mission (Calif.)",
3052739,"San Luis Rey Mission (Calif.)",
3052755,"San Luis Rey Mission (Calif.)",
3052767,"San Luis Rey Mission (Calif.)",
3052782,"San Luis Rey Mission (Calif.)",
3052797,"San Luis Rey Mission (Calif.)",
3052811,"San Luis Rey Mission (Calif.)",
3052894,"Santa Barbara Mission",
3052911,"Santa Barbara Mission",
3052951,"Santa Barbara Mission",
3052966,"Santa Barbara Mission",
3052981,"Santa Barbara Mission",
3052995,"Santa Barbara Mission",
3053012,"Santa Barbara Mission",
3053021,"Santa Barbara Mission",
3053035,"Santa Barbara Mission",
3053267,"Santa Barbara Mission",
3053359,"Santa Barbara Mission",
3053370,"Santa Barbara Mission",
3053385,"Santa Barbara Mission",
3053499,"Hampden, John",
3055925,"Randolph, Beverley",
3056090,"Belgian Congo. Force publique",
3056121,"Belgian Congo. Force publique",
3056137,"Belgian Congo. Force publique",
3056652,"Arnold, Benedict, 1741-1801",
3062791,"Shabbethai Tzevi, 1626-1676","http://id.loc.gov/authorities/names/n79023181"
3063154,"Château Frontenac (Québec, Québec)",
3065875,"Château Frontenac (Québec, Québec)",
3066886,"Château Frontenac (Québec, Québec)",
3077541,"Denver and Rio Grande Railroad Company",
3078475,"Baldwin, Ivy, d. 1953",
3082780,"Denver and Rio Grande Railroad Company",
3083451,"Denver and Rio Grande Railroad Company",
3083470,"Denver and Rio Grande Railroad Company",
3083798,"Denver and Rio Grande Railroad Company",
3084998,"Boston and Colorado Smelting Company",
3091241,"Glen Eyrie (Colo.)",
3091241,"Palmer, William Jackson, 1836-1909","http://id.loc.gov/authorities/names/n82208591"
3091263,"Glen Eyrie (Colo.)",
3091263,"Palmer, William Jackson, 1836-1909","http://id.loc.gov/authorities/names/n82208591"
3091279,"Glen Eyrie (Colo.)",
3091279,"Palmer, William Jackson, 1836-1909","http://id.loc.gov/authorities/names/n82208591"
3091301,"Glen Eyrie (Colo.)",
3091301,"Palmer, William Jackson, 1836-1909","http://id.loc.gov/authorities/names/n82208591"
3091320,"Glen Eyrie (Colo.)",
3091320,"Palmer, William Jackson, 1836-1909","http://id.loc.gov/authorities/names/n82208591"
3091341,"Glen Eyrie (Colo.)",
3091341,"Palmer, William Jackson, 1836-1909","http://id.loc.gov/authorities/names/n82208591"
3091361,"Glen Eyrie (Colo.)",
3091361,"Palmer, William Jackson, 1836-1909","http://id.loc.gov/authorities/names/n82208591"
3091378,"Glen Eyrie (Colo.)",
3091378,"Palmer, William Jackson, 1836-1909","http://id.loc.gov/authorities/names/n82208591"
3091398,"Glen Eyrie (Colo.)",
3091398,"Palmer, William Jackson, 1836-1909","http://id.loc.gov/authorities/names/n82208591"
3091418,"Glen Eyrie (Colo.)",
3091418,"Palmer, William Jackson, 1836-1909","http://id.loc.gov/authorities/names/n82208591"
3091441,"Glen Eyrie (Colo.)",
3091441,"Palmer, William Jackson, 1836-1909","http://id.loc.gov/authorities/names/n82208591"
3091457,"Glen Eyrie (Colo.)",
3091457,"Palmer, William Jackson, 1836-1909","http://id.loc.gov/authorities/names/n82208591"
3091479,"Glen Eyrie (Colo.)",
3091479,"Palmer, William Jackson, 1836-1909","http://id.loc.gov/authorities/names/n82208591"
3091494,"Glen Eyrie (Colo.)",
3091494,"Palmer, William Jackson, 1836-1909","http://id.loc.gov/authorities/names/n82208591"
3091511,"Glen Eyrie (Colo.)",
3091511,"Palmer, William Jackson, 1836-1909","http://id.loc.gov/authorities/names/n82208591"
3091529,"Glen Eyrie (Colo.)",
3091529,"Palmer, William Jackson, 1836-1909","http://id.loc.gov/authorities/names/n82208591"
3091544,"Glen Eyrie (Colo.)",
3091544,"Palmer, William Jackson, 1836-1909","http://id.loc.gov/authorities/names/n82208591"
3091564,"Glen Eyrie (Colo.)",
3091564,"Palmer, William Jackson, 1836-1909","http://id.loc.gov/authorities/names/n82208591"
3091582,"Glen Eyrie (Colo.)",
3091582,"Palmer, William Jackson, 1836-1909","http://id.loc.gov/authorities/names/n82208591"
3091601,"Glen Eyrie (Colo.)",
3091601,"Palmer, William Jackson, 1836-1909","http://id.loc.gov/authorities/names/n82208591"
3091617,"Glen Eyrie (Colo.)",
3091617,"Palmer, William Jackson, 1836-1909","http://id.loc.gov/authorities/names/n82208591"
3091635,"Glen Eyrie (Colo.)",
3091635,"Palmer, William Jackson, 1836-1909","http://id.loc.gov/authorities/names/n82208591"
3091657,"Glen Eyrie (Colo.)",
3091657,"Palmer, William Jackson, 1836-1909","http://id.loc.gov/authorities/names/n82208591"
3091674,"Glen Eyrie (Colo.)",
3091674,"Palmer, William Jackson, 1836-1909","http://id.loc.gov/authorities/names/n82208591"
3091691,"Glen Eyrie (Colo.)",
3091691,"Palmer, William Jackson, 1836-1909","http://id.loc.gov/authorities/names/n82208591"
3091710,"Glen Eyrie (Colo.)",
3091710,"Palmer, William Jackson, 1836-1909","http://id.loc.gov/authorities/names/n82208591"
3091730,"Glen Eyrie (Colo.)",
3091730,"Palmer, William Jackson, 1836-1909","http://id.loc.gov/authorities/names/n82208591"
3091747,"Glen Eyrie (Colo.)",
3091747,"Palmer, William Jackson, 1836-1909","http://id.loc.gov/authorities/names/n82208591"
3091768,"Glen Eyrie (Colo.)",
3091768,"Palmer, William Jackson, 1836-1909","http://id.loc.gov/authorities/names/n82208591"
3091790,"Glen Eyrie (Colo.)",
3091790,"Palmer, William Jackson, 1836-1909","http://id.loc.gov/authorities/names/n82208591"
3091813,"Glen Eyrie (Colo.)",
3091813,"Palmer, William Jackson, 1836-1909","http://id.loc.gov/authorities/names/n82208591"
3091828,"Glen Eyrie (Colo.)",
3091828,"Palmer, William Jackson, 1836-1909","http://id.loc.gov/authorities/names/n82208591"
3091846,"Glen Eyrie (Colo.)",
3091846,"Palmer, William Jackson, 1836-1909","http://id.loc.gov/authorities/names/n82208591"
3091868,"Glen Eyrie (Colo.)",
3091868,"Palmer, William Jackson, 1836-1909","http://id.loc.gov/authorities/names/n82208591"
3091887,"Glen Eyrie (Colo.)",
3091887,"Palmer, William Jackson, 1836-1909","http://id.loc.gov/authorities/names/n82208591"
3094083,"Greenwood, Grace, 1823-1904",
3094218,"Denver and Rio Grande Railroad Company",
3094793,"Washington, George, 1732-1799",
3095251,"Denver and Rio Grande Railroad Company",
3099654,"Southport (Conn.)",
3099673,"New York, New Haven, and Hartford Railroad Company",
3099673,"Southport (Conn.)",
3099689,"Southport (Conn.)",
3099689,"Marquand, Frederick, 1798-1882","http://id.loc.gov/authorities/names/n97113876"
3099847,"Connecticut Western Railroad Co.",
3099866,"Connecticut Western Railroad Co.",
3099884,"Connecticut Western Railroad Co.",
3100015,"Bristol (Conn.)",
3100028,"Bristol (Conn.)",
3100157,"Shakers",
3100176,"Shakers",
3100351,"Cornwall (Conn.)",
3100622,"Cornwall (Conn.)",
3100602,"Marshall, John Rutgers, 1743-1789","http://id.loc.gov/authorities/names/n97111378"
3101674,"Simpson, Hall, Miller & Co.",
3102710,"Barnum, P. T. (Phineas Taylor), 1810-1891","http://id.loc.gov/authorities/names/n80025758"
3102725,"Barnum, P. T. (Phineas Taylor), 1810-1891","http://id.loc.gov/authorities/names/n80025758"
3102742,"Barnum, P. T. (Phineas Taylor), 1810-1891","http://id.loc.gov/authorities/names/n80025758"
3102757,"Barnum, P. T. (Phineas Taylor), 1810-1891","http://id.loc.gov/authorities/names/n80025758"
3102776,"Barnum, P. T. (Phineas Taylor), 1810-1891","http://id.loc.gov/authorities/names/n80025758"
3102793,"Wheeler, Nathaniel, 1820-1893","http://id.loc.gov/authorities/names/nr2002034988"
3102806,"Barnum, P. T. (Phineas Taylor), 1810-1891","http://id.loc.gov/authorities/names/n80025758"
3102916,"Barnum, P. T. (Phineas Taylor), 1810-1891","http://id.loc.gov/authorities/names/n80025758"
3103141,"Twain, Mark, 1835-1910","http://id.loc.gov/authorities/names/n79021164"
3103176,"Trinity College (Hartford, Conn.)",
3103229,"Twain, Mark, 1835-1910","http://id.loc.gov/authorities/names/n79021164"
3103385,"Colt’s Patent Fire Arms Manufacturing Co.",
3103499,"Colt, Elizabeth H","http://id.loc.gov/authorities/names/n89103603"
3103519,"Colt, Elizabeth H","http://id.loc.gov/authorities/names/n89103603"
3103530,"Colt, Elizabeth H","http://id.loc.gov/authorities/names/n89103603"
3103547,"Colt, Elizabeth H","http://id.loc.gov/authorities/names/n89103603"
3103562,"Colt, Elizabeth H.",
3103575,"Colt, Elizabeth H","http://id.loc.gov/authorities/names/n89103603"
3103596,"Colt, Elizabeth H","http://id.loc.gov/authorities/names/n89103603"
3103861,"Twain, Mark, 1835-1910","http://id.loc.gov/authorities/names/n79021164"
3104727,"Yale University",
3105111,"Yale University",
3105129,"Yale University",
3105147,"Yale University",
3105206,"Yale University",
3105364,"Yale College (1718-1887)",
3105378,"Yale College (1718-1887)",
3105460,"Yale College (1718-1887)",
3105484,"Yale College (1718-1887)",
3105499,"Yale College (1718-1887)",
3105559,"Yale College (1718-1887)",
3105586,"Yale College (1718-1887)",
3105643,"Fair Haven and Westville Railroad Co.",
3105843,"Connecticut. Governor’s Foot Guard",
3105858,"Western Union Telegraph Company",
3105897,"Otis Library (Norwich, Conn.)",
3106094,"Norwich and Worcester Railroad Company",
3106136,"Norwich and Worcester Railroad Company",
3106147,"Norwich and Worcester Railroad Company",
3107711,"Willimantic Linen Company",
3107727,"Willimantic Linen Company",
3107741,"Willimantic Linen Company",
